user,group,a,b,c,d
5726,short_<10,0.0,0.0,0.0,0.0
5727,short_<10,0.0,0.0,0.0,0.0
5729,short_<10,0.0,0.0,0.0,0.0
5730,short_<10,0.0,0.0,0.0,0.0
5732,short_<10,0.0,0.0,0.0,0.0
5733,short_<10,0.0,0.0,0.0,0.0
5736,short_<10,0.0,0.0,0.0,0.0
5737,short_<10,0.0,0.0,0.0,0.0
5738,short_<10,0.0,0.0,0.0,0.0
5742,short_<10,0.0,0.0,0.0,0.0
5743,short_<10,0.0,0.0,0.0,0.0
5744,short_<10,0.0,0.0,0.0,0.0
5745,short_<10,0.0,0.0,0.0,0.0
5746,short_<10,0.0,0.0,0.0,0.0
5747,short_<10,0.0,0.0,0.0,0.0
5748,short_<10,0.0,0.0,0.0,0.0
5749,short_<10,0.0,0.0,0.0,0.0
5750,short_<10,0.0,0.0,0.0,0.0
5752,short_<10,0.0,0.0,0.0,0.0
5753,short_<10,0.0,0.0,0.0,0.0
5755,short_<10,0.0,0.0,0.0,0.0
5757,short_<10,0.0,0.0,0.0,0.0
5758,short_<10,0.0,0.0,0.0,0.0
5760,short_<10,0.0,0.0,0.0,0.0
5762,short_<10,0.0,0.0,0.0,0.0
5764,short_<10,0.0,0.0,0.0,0.0
5765,short_<10,0.0,0.0,0.0,0.0
5766,short_<10,0.0,0.0,0.0,0.0
5767,short_<10,0.0,0.0,0.0,0.0
5769,short_<10,0.0,0.0,0.0,0.0
5770,short_<10,0.0,0.0,0.0,0.0
5771,short_<10,0.0,0.0,0.0,0.0
5773,short_<10,0.0,0.0,0.0,0.0
5775,short_<10,0.0,0.0,0.0,0.0
5776,short_<10,0.0,0.0,0.0,0.0
5777,short_<10,0.0,0.0,0.0,0.0
5778,short_<10,0.0,0.0,0.0,0.0
5781,short_<10,0.0,0.0,0.0,0.0
5782,short_<10,0.0,0.0,0.0,0.0
5783,short_<10,0.0,0.0,0.0,0.0
5784,short_<10,0.0,0.0,0.0,0.0
5785,short_<10,0.0,0.0,0.0,0.0
5786,short_<10,0.0,0.0,0.0,0.0
5787,short_<10,0.0,0.0,0.0,0.0
5788,short_<10,0.0,0.0,0.0,0.0
5792,short_<10,0.0,0.0,0.0,0.0
5795,short_<10,0.0,0.0,0.0,0.0
5796,short_<10,0.0,0.0,0.0,0.0
5798,short_<10,0.0,0.0,0.0,0.0
5799,short_<10,0.0,0.0,0.0,0.0
5802,short_<10,0.0,0.0,0.0,0.0
5803,short_<10,0.0,0.0,0.0,0.0
5806,short_<10,0.0,0.0,0.0,0.0
5807,short_<10,0.0,0.0,0.0,0.0
5808,short_<10,0.0,0.0,0.0,0.0
5809,short_<10,0.0,0.0,0.0,0.0
5811,short_<10,0.0,0.0,0.0,0.0
5812,short_<10,0.0,0.0,0.0,0.0
5813,short_<10,0.0,0.0,0.0,0.0
5814,short_<10,0.0,0.0,0.0,0.0
5815,short_<10,0.0,0.0,0.0,0.0
5816,short_<10,0.0,0.0,0.0,0.0
5817,short_<10,0.0,0.0,0.0,0.0
5818,short_<10,0.0,0.0,0.0,0.0
5820,short_<10,0.0,0.0,0.0,0.0
5822,short_<10,0.0,0.0,0.0,0.0
5824,short_<10,0.0,0.0,0.0,0.0
5826,short_<10,0.0,0.0,0.0,0.0
5828,short_<10,0.0,0.0,0.0,0.0
5829,short_<10,0.0,0.0,0.0,0.0
5830,short_<10,0.0,0.0,0.0,0.0
5832,short_<10,0.0,0.0,0.0,0.0
5833,short_<10,0.0,0.0,0.0,0.0
5836,short_<10,0.0,0.0,0.0,0.0
5837,short_<10,0.0,0.0,0.0,0.0
5839,short_<10,0.0,0.0,0.0,0.0
5840,short_<10,0.0,0.0,0.0,0.0
5841,short_<10,0.0,0.0,0.0,0.0
5842,short_<10,0.0,0.0,0.0,0.0
5843,short_<10,0.0,0.0,0.0,0.0
5846,short_<10,0.0,0.0,0.0,0.0
5847,short_<10,0.0,0.0,0.0,0.0
5849,short_<10,0.0,0.0,0.0,0.0
5850,short_<10,0.0,0.0,0.0,0.0
5851,short_<10,0.0,0.0,0.0,0.0
5853,short_<10,0.0,0.0,0.0,0.0
5854,short_<10,0.0,0.0,0.0,0.0
5855,short_<10,0.0,0.0,0.0,0.0
5856,short_<10,0.0,0.0,0.0,0.0
5858,short_<10,0.0,0.0,0.0,0.0
5860,short_<10,0.0,0.0,0.0,0.0
5861,short_<10,0.0,0.0,0.0,0.0
5863,short_<10,0.0,0.0,0.0,0.0
5864,short_<10,0.0,0.0,0.0,0.0
5866,short_<10,0.0,0.0,0.0,0.0
5867,short_<10,0.0,0.0,0.0,0.0
5868,short_<10,0.0,0.0,0.0,0.0
5870,short_<10,0.0,0.0,0.0,0.0
5871,short_<10,0.0,0.0,0.0,0.0
5873,short_<10,0.0,0.0,0.0,0.0
5874,short_<10,0.0,0.0,0.0,0.0
5876,short_<10,0.0,0.0,0.0,0.0
5877,short_<10,0.0,0.0,0.0,0.0
5879,short_<10,0.0,0.0,0.0,0.0
5880,short_<10,0.0,0.0,0.0,0.0
5881,short_<10,0.0,0.0,0.0,0.0
5882,short_<10,0.0,0.0,0.0,0.0
5883,short_<10,0.0,0.0,0.0,0.0
5885,short_<10,0.0,0.0,0.0,0.0
5887,short_<10,0.0,0.0,0.0,0.0
5889,short_<10,0.0,0.0,0.0,0.0
5891,short_<10,0.0,0.0,0.0,0.0
5892,short_<10,0.0,0.0,0.0,0.0
5894,short_<10,0.0,0.0,0.0,0.0
5895,short_<10,0.0,0.0,0.0,0.0
5898,short_<10,0.0,0.0,0.0,0.0
5899,short_<10,0.0,0.0,0.0,0.0
5900,short_<10,0.0,0.0,0.0,0.0
5901,short_<10,0.0,0.0,0.0,0.0
5902,short_<10,0.0,0.0,0.0,0.0
5903,short_<10,0.0,0.0,0.0,0.0
5905,short_<10,0.0,0.0,0.0,0.0
5906,short_<10,0.0,0.0,0.0,0.0
5908,short_<10,0.0,0.0,0.0,0.0
5911,short_<10,0.0,0.0,0.0,0.0
5912,short_<10,0.0,0.0,0.0,0.0
5913,short_<10,0.0,0.0,0.0,0.0
5914,short_<10,0.0,0.0,0.0,0.0
5915,short_<10,0.0,0.0,0.0,0.0
5919,short_<10,0.0,0.0,0.0,0.0
5920,short_<10,0.0,0.0,0.0,0.0
5921,short_<10,0.0,0.0,0.0,0.0
5922,short_<10,0.0,0.0,0.0,0.0
5923,short_<10,0.0,0.0,0.0,0.0
5924,short_<10,0.0,0.0,0.0,0.0
5925,short_<10,0.0,0.0,0.0,0.0
5926,short_<10,0.0,0.0,0.0,0.0
5927,short_<10,0.0,0.0,0.0,0.0
5928,short_<10,0.0,0.0,0.0,0.0
5929,short_<10,0.0,0.0,0.0,0.0
5930,short_<10,0.0,0.0,0.0,0.0
5931,short_<10,0.0,0.0,0.0,0.0
5932,short_<10,0.0,0.0,0.0,0.0
5933,short_<10,0.0,0.0,0.0,0.0
5935,short_<10,0.0,0.0,0.0,0.0
5937,short_<10,0.0,0.0,0.0,0.0
5938,short_<10,0.0,0.0,0.0,0.0
5939,short_<10,0.0,0.0,0.0,0.0
5940,short_<10,0.0,0.0,0.0,0.0
5941,short_<10,0.0,0.0,0.0,0.0
5942,short_<10,0.0,0.0,0.0,0.0
5943,short_<10,0.0,0.0,0.0,0.0
5945,short_<10,0.0,0.0,0.0,0.0
5946,short_<10,0.0,0.0,0.0,0.0
5949,short_<10,0.0,0.0,0.0,0.0
5950,short_<10,0.0,0.0,0.0,0.0
5954,short_<10,0.0,0.0,0.0,0.0
5955,short_<10,0.0,0.0,0.0,0.0
5956,short_<10,0.0,0.0,0.0,0.0
5957,short_<10,0.0,0.0,0.0,0.0
5958,short_<10,0.0,0.0,0.0,0.0
5959,short_<10,0.0,0.0,0.0,0.0
5962,short_<10,0.0,0.0,0.0,0.0
5963,short_<10,0.0,0.0,0.0,0.0
5965,short_<10,0.0,0.0,0.0,0.0
5966,short_<10,0.0,0.0,0.0,0.0
5968,short_<10,0.0,0.0,0.0,0.0
5969,short_<10,0.0,0.0,0.0,0.0
5972,short_<10,0.0,0.0,0.0,0.0
5973,short_<10,0.0,0.0,0.0,0.0
5974,short_<10,0.0,0.0,0.0,0.0
5975,short_<10,0.0,0.0,0.0,0.0
5976,short_<10,0.0,0.0,0.0,0.0
5978,short_<10,0.0,0.0,0.0,0.0
5980,short_<10,0.0,0.0,0.0,0.0
5981,short_<10,0.0,0.0,0.0,0.0
5983,short_<10,0.0,0.0,0.0,0.0
5985,short_<10,0.0,0.0,0.0,0.0
5986,short_<10,0.0,0.0,0.0,0.0
5987,short_<10,0.0,0.0,0.0,0.0
5988,short_<10,0.0,0.0,0.0,0.0
5989,short_<10,0.0,0.0,0.0,0.0
5990,short_<10,0.0,0.0,0.0,0.0
5991,short_<10,0.0,0.0,0.0,0.0
5992,short_<10,0.0,0.0,0.0,0.0
5993,short_<10,0.0,0.0,0.0,0.0
5995,short_<10,0.0,0.0,0.0,0.0
5996,short_<10,0.0,0.0,0.0,0.0
5997,short_<10,0.0,0.0,0.0,0.0
5998,short_<10,0.0,0.0,0.0,0.0
5999,short_<10,0.0,0.0,0.0,0.0
6000,short_<10,0.0,0.0,0.0,0.0
6001,short_<10,0.0,0.0,0.0,0.0
6002,short_<10,0.0,0.0,0.0,0.0
6003,short_<10,0.0,0.0,0.0,0.0
6005,short_<10,0.0,0.0,0.0,0.0
6006,short_<10,0.0,0.0,0.0,0.0
6009,short_<10,0.0,0.0,0.0,0.0
6010,short_<10,0.0,0.0,0.0,0.0
6011,short_<10,0.0,0.0,0.0,0.0
6012,short_<10,0.0,0.0,0.0,0.0
6013,short_<10,0.0,0.0,0.0,0.0
6014,short_<10,0.0,0.0,0.0,0.0
6015,short_<10,0.0,0.0,0.0,0.0
6017,short_<10,0.0,0.0,0.0,0.0
6019,short_<10,0.0,0.0,0.0,0.0
6020,short_<10,0.0,0.0,0.0,0.0
6021,short_<10,0.0,0.0,0.0,0.0
6023,short_<10,0.0,0.0,0.0,0.0
6024,short_<10,0.0,0.0,0.0,0.0
6026,short_<10,0.0,0.0,0.0,0.0
6027,short_<10,0.0,0.0,0.0,0.0
6028,short_<10,0.0,0.0,0.0,0.0
6029,short_<10,0.0,0.0,0.0,0.0
6030,short_<10,0.0,0.0,0.0,0.0
6032,short_<10,0.0,0.0,0.0,0.0
6033,short_<10,0.0,0.0,0.0,0.0
6034,short_<10,0.0,0.0,0.0,0.0
6035,short_<10,0.0,0.0,0.0,0.0
6036,short_<10,0.0,0.0,0.0,0.0
6037,short_<10,0.0,0.0,0.0,0.0
6039,short_<10,0.0,0.0,0.0,0.0
6040,short_<10,0.0,0.0,0.0,0.0
6041,short_<10,0.0,0.0,0.0,0.0
6043,short_<10,0.0,0.0,0.0,0.0
6044,short_<10,0.0,0.0,0.0,0.0
6045,short_<10,0.0,0.0,0.0,0.0
6046,short_<10,0.0,0.0,0.0,0.0
6047,short_<10,0.0,0.0,0.0,0.0
6048,short_<10,0.0,0.0,0.0,0.0
6049,short_<10,0.0,0.0,0.0,0.0
6051,short_<10,0.0,0.0,0.0,0.0
6053,short_<10,0.0,0.0,0.0,0.0
6054,short_<10,0.0,0.0,0.0,0.0
6055,short_<10,0.0,0.0,0.0,0.0
6057,short_<10,0.0,0.0,0.0,0.0
6058,short_<10,0.0,0.0,0.0,0.0
6059,short_<10,0.0,0.0,0.0,0.0
6060,short_<10,0.0,0.0,0.0,0.0
6062,short_<10,0.0,0.0,0.0,0.0
6063,short_<10,0.0,0.0,0.0,0.0
6064,short_<10,0.0,0.0,0.0,0.0
6065,short_<10,0.0,0.0,0.0,0.0
6066,short_<10,0.0,0.0,0.0,0.0
6067,short_<10,0.0,0.0,0.0,0.0
6068,short_<10,0.0,0.0,0.0,0.0
6069,short_<10,0.0,0.0,0.0,0.0
6070,short_<10,0.0,0.0,0.0,0.0
6071,short_<10,0.0,0.0,0.0,0.0
6074,short_<10,0.0,0.0,0.0,0.0
6075,short_<10,0.0,0.0,0.0,0.0
6076,short_<10,0.0,0.0,0.0,0.0
6077,short_<10,0.0,0.0,0.0,0.0
6078,short_<10,0.0,0.0,0.0,0.0
6079,short_<10,0.0,0.0,0.0,0.0
6080,short_<10,0.0,0.0,0.0,0.0
6081,short_<10,0.0,0.0,0.0,0.0
6082,short_<10,0.0,0.0,0.0,0.0
6083,short_<10,0.0,0.0,0.0,0.0
6084,short_<10,0.0,0.0,0.0,0.0
6085,short_<10,0.0,0.0,0.0,0.0
6086,short_<10,0.0,0.0,0.0,0.0
6088,short_<10,0.0,0.0,0.0,0.0
6089,short_<10,0.0,0.0,0.0,0.0
6090,short_<10,0.0,0.0,0.0,0.0
6091,short_<10,0.0,0.0,0.0,0.0
6092,short_<10,0.0,0.0,0.0,0.0
6093,short_<10,0.0,0.0,0.0,0.0
6094,short_<10,0.0,0.0,0.0,0.0
6095,short_<10,0.0,0.0,0.0,0.0
6098,short_<10,0.0,0.0,0.0,0.0
6101,short_<10,0.0,0.0,0.0,0.0
6103,short_<10,0.0,0.0,0.0,0.0
6104,short_<10,0.0,0.0,0.0,0.0
6105,short_<10,0.0,0.0,0.0,0.0
6108,short_<10,0.0,0.0,0.0,0.0
6109,short_<10,0.0,0.0,0.0,0.0
6111,short_<10,0.0,0.0,0.0,0.0
6113,short_<10,0.0,0.0,0.0,0.0
6114,short_<10,0.0,0.0,0.0,0.0
6115,short_<10,0.0,0.0,0.0,0.0
6116,short_<10,0.0,0.0,0.0,0.0
6117,short_<10,0.0,0.0,0.0,0.0
6118,short_<10,0.0,0.0,0.0,0.0
6120,short_<10,0.0,0.0,0.0,0.0
6121,short_<10,0.0,0.0,0.0,0.0
6122,short_<10,0.0,0.0,0.0,0.0
6123,short_<10,0.0,0.0,0.0,0.0
6124,short_<10,0.0,0.0,0.0,0.0
6125,short_<10,0.0,0.0,0.0,0.0
6126,short_<10,0.0,0.0,0.0,0.0
6127,short_<10,0.0,0.0,0.0,0.0
6128,short_<10,0.0,0.0,0.0,0.0
6129,short_<10,0.0,0.0,0.0,0.0
6130,short_<10,0.0,0.0,0.0,0.0
6131,short_<10,0.0,0.0,0.0,0.0
6132,short_<10,0.0,0.0,0.0,0.0
6133,short_<10,0.0,0.0,0.0,0.0
6136,short_<10,0.0,0.0,0.0,0.0
6137,short_<10,0.0,0.0,0.0,0.0
6138,short_<10,0.0,0.0,0.0,0.0
6140,short_<10,0.0,0.0,0.0,0.0
6141,short_<10,0.0,0.0,0.0,0.0
6144,short_<10,0.0,0.0,0.0,0.0
6145,short_<10,0.0,0.0,0.0,0.0
6146,short_<10,0.0,0.0,0.0,0.0
6148,short_<10,0.0,0.0,0.0,0.0
6149,short_<10,0.0,0.0,0.0,0.0
6150,short_<10,0.0,0.0,0.0,0.0
6151,short_<10,0.0,0.0,0.0,0.0
6153,short_<10,0.0,0.0,0.0,0.0
6155,short_<10,0.0,0.0,0.0,0.0
6156,short_<10,0.0,0.0,0.0,0.0
6157,short_<10,0.0,0.0,0.0,0.0
6158,short_<10,0.0,0.0,0.0,0.0
6159,short_<10,0.0,0.0,0.0,0.0
6160,short_<10,0.0,0.0,0.0,0.0
6161,short_<10,0.0,0.0,0.0,0.0
6162,short_<10,0.0,0.0,0.0,0.0
6163,short_<10,0.0,0.0,0.0,0.0
6164,short_<10,0.0,0.0,0.0,0.0
6166,short_<10,0.0,0.0,0.0,0.0
6167,short_<10,0.0,0.0,0.0,0.0
6169,short_<10,0.0,0.0,0.0,0.0
6175,short_<10,0.0,0.0,0.0,0.0
6176,short_<10,0.0,0.0,0.0,0.0
6177,short_<10,0.0,0.0,0.0,0.0
6180,short_<10,0.0,0.0,0.0,0.0
6181,short_<10,0.0,0.0,0.0,0.0
6183,short_<10,0.0,0.0,0.0,0.0
6184,short_<10,0.0,0.0,0.0,0.0
6187,short_<10,0.0,0.0,0.0,0.0
6188,short_<10,0.0,0.0,0.0,0.0
6189,short_<10,0.0,0.0,0.0,0.0
6191,short_<10,0.0,0.0,0.0,0.0
6193,short_<10,0.0,0.0,0.0,0.0
6194,short_<10,0.0,0.0,0.0,0.0
6195,short_<10,0.0,0.0,0.0,0.0
6196,short_<10,0.0,0.0,0.0,0.0
6197,short_<10,0.0,0.0,0.0,0.0
6198,short_<10,0.0,0.0,0.0,0.0
6200,short_<10,0.0,0.0,0.0,0.0
6201,short_<10,0.0,0.0,0.0,0.0
6202,short_<10,0.0,0.0,0.0,0.0
6205,short_<10,0.0,0.0,0.0,0.0
6206,short_<10,0.0,0.0,0.0,0.0
6207,short_<10,0.0,0.0,0.0,0.0
6208,short_<10,0.0,0.0,0.0,0.0
6210,short_<10,0.0,0.0,0.0,0.0
6211,short_<10,0.0,0.0,0.0,0.0
6212,short_<10,0.0,0.0,0.0,0.0
6213,short_<10,0.0,0.0,0.0,0.0
6214,short_<10,0.0,0.0,0.0,0.0
6215,short_<10,0.0,0.0,0.0,0.0
6216,short_<10,0.0,0.0,0.0,0.0
6217,short_<10,0.0,0.0,0.0,0.0
6219,short_<10,0.0,0.0,0.0,0.0
6220,short_<10,0.0,0.0,0.0,0.0
6222,short_<10,0.0,0.0,0.0,0.0
6223,short_<10,0.0,0.0,0.0,0.0
6224,short_<10,0.0,0.0,0.0,0.0
6226,short_<10,0.0,0.0,0.0,0.0
6227,short_<10,0.0,0.0,0.0,0.0
6228,short_<10,0.0,0.0,0.0,0.0
6230,short_<10,0.0,0.0,0.0,0.0
6231,short_<10,0.0,0.0,0.0,0.0
6232,short_<10,0.0,0.0,0.0,0.0
6233,short_<10,0.0,0.0,0.0,0.0
6234,short_<10,0.0,0.0,0.0,0.0
6235,short_<10,0.0,0.0,0.0,0.0
6236,short_<10,0.0,0.0,0.0,0.0
6237,short_<10,0.0,0.0,0.0,0.0
6238,short_<10,0.0,0.0,0.0,0.0
6239,short_<10,0.0,0.0,0.0,0.0
6240,short_<10,0.0,0.0,0.0,0.0
6242,short_<10,0.0,0.0,0.0,0.0
6243,short_<10,0.0,0.0,0.0,0.0
6244,short_<10,0.0,0.0,0.0,0.0
6245,short_<10,0.0,0.0,0.0,0.0
6250,short_<10,0.0,0.0,0.0,0.0
6251,short_<10,0.0,0.0,0.0,0.0
6253,short_<10,0.0,0.0,0.0,0.0
6254,short_<10,0.0,0.0,0.0,0.0
6255,short_<10,0.0,0.0,0.0,0.0
6256,short_<10,0.0,0.0,0.0,0.0
6258,short_<10,0.0,0.0,0.0,0.0
6259,short_<10,0.0,0.0,0.0,0.0
6261,short_<10,0.0,0.0,0.0,0.0
6263,short_<10,0.0,0.0,0.0,0.0
6264,short_<10,0.0,0.0,0.0,0.0
6269,short_<10,0.0,0.0,0.0,0.0
6270,short_<10,0.0,0.0,0.0,0.0
6271,short_<10,0.0,0.0,0.0,0.0
6272,short_<10,0.0,0.0,0.0,0.0
6273,short_<10,0.0,0.0,0.0,0.0
6274,short_<10,0.0,0.0,0.0,0.0
6278,short_<10,0.0,0.0,0.0,0.0
6279,short_<10,0.0,0.0,0.0,0.0
6280,short_<10,0.0,0.0,0.0,0.0
6281,short_<10,0.0,0.0,0.0,0.0
6282,short_<10,0.0,0.0,0.0,0.0
6284,short_<10,0.0,0.0,0.0,0.0
6285,short_<10,0.0,0.0,0.0,0.0
6286,short_<10,0.0,0.0,0.0,0.0
6287,short_<10,0.0,0.0,0.0,0.0
6289,short_<10,0.0,0.0,0.0,0.0
6290,short_<10,0.0,0.0,0.0,0.0
6291,short_<10,0.0,0.0,0.0,0.0
6293,short_<10,0.0,0.0,0.0,0.0
6294,short_<10,0.0,0.0,0.0,0.0
6295,short_<10,0.0,0.0,0.0,0.0
6297,short_<10,0.0,0.0,0.0,0.0
6302,short_<10,0.0,0.0,0.0,0.0
6304,short_<10,0.0,0.0,0.0,0.0
6307,short_<10,0.0,0.0,0.0,0.0
6311,short_<10,0.0,0.0,0.0,0.0
6312,short_<10,0.0,0.0,0.0,0.0
6315,short_<10,0.0,0.0,0.0,0.0
6316,short_<10,0.0,0.0,0.0,0.0
6317,short_<10,0.0,0.0,0.0,0.0
6320,short_<10,0.0,0.0,0.0,0.0
6321,short_<10,0.0,0.0,0.0,0.0
6322,short_<10,0.0,0.0,0.0,0.0
6323,short_<10,0.0,0.0,0.0,0.0
6325,short_<10,0.0,0.0,0.0,0.0
6326,short_<10,0.0,0.0,0.0,0.0
6327,short_<10,0.0,0.0,0.0,0.0
6328,short_<10,0.0,0.0,0.0,0.0
6329,short_<10,0.0,0.0,0.0,0.0
6330,short_<10,0.0,0.0,0.0,0.0
6331,short_<10,0.0,0.0,0.0,0.0
6333,short_<10,0.0,0.0,0.0,0.0
6334,short_<10,0.0,0.0,0.0,0.0
6335,short_<10,0.0,0.0,0.0,0.0
6339,short_<10,0.0,0.0,0.0,0.0
6340,short_<10,0.0,0.0,0.0,0.0
6342,short_<10,0.0,0.0,0.0,0.0
6343,short_<10,0.0,0.0,0.0,0.0
6344,short_<10,0.0,0.0,0.0,0.0
6345,short_<10,0.0,0.0,0.0,0.0
6346,short_<10,0.0,0.0,0.0,0.0
6348,short_<10,0.0,0.0,0.0,0.0
6350,short_<10,0.0,0.0,0.0,0.0
6351,short_<10,0.0,0.0,0.0,0.0
6352,short_<10,0.0,0.0,0.0,0.0
6353,short_<10,0.0,0.0,0.0,0.0
6354,short_<10,0.0,0.0,0.0,0.0
6355,short_<10,0.0,0.0,0.0,0.0
6356,short_<10,0.0,0.0,0.0,0.0
6357,short_<10,0.0,0.0,0.0,0.0
6358,short_<10,0.0,0.0,0.0,0.0
6359,short_<10,0.0,0.0,0.0,0.0
6361,short_<10,0.0,0.0,0.0,0.0
6362,short_<10,0.0,0.0,0.0,0.0
6366,short_<10,0.0,0.0,0.0,0.0
6367,short_<10,0.0,0.0,0.0,0.0
6368,short_<10,0.0,0.0,0.0,0.0
6370,short_<10,0.0,0.0,0.0,0.0
6372,short_<10,0.0,0.0,0.0,0.0
6373,short_<10,0.0,0.0,0.0,0.0
6374,short_<10,0.0,0.0,0.0,0.0
6377,short_<10,0.0,0.0,0.0,0.0
6378,short_<10,0.0,0.0,0.0,0.0
6380,short_<10,0.0,0.0,0.0,0.0
6381,short_<10,0.0,0.0,0.0,0.0
6382,short_<10,0.0,0.0,0.0,0.0
6385,short_<10,0.0,0.0,0.0,0.0
6386,short_<10,0.0,0.0,0.0,0.0
6387,short_<10,0.0,0.0,0.0,0.0
6388,short_<10,0.0,0.0,0.0,0.0
6389,short_<10,0.0,0.0,0.0,0.0
6390,short_<10,0.0,0.0,0.0,0.0
6391,short_<10,0.0,0.0,0.0,0.0
6392,short_<10,0.0,0.0,0.0,0.0
6395,short_<10,0.0,0.0,0.0,0.0
6398,short_<10,0.0,0.0,0.0,0.0
6399,short_<10,0.0,0.0,0.0,0.0
6400,short_<10,0.0,0.0,0.0,0.0
6401,short_<10,0.0,0.0,0.0,0.0
6402,short_<10,0.0,0.0,0.0,0.0
6405,short_<10,0.0,0.0,0.0,0.0
6407,short_<10,0.0,0.0,0.0,0.0
6408,short_<10,0.0,0.0,0.0,0.0
6409,short_<10,0.0,0.0,0.0,0.0
6410,short_<10,0.0,0.0,0.0,0.0
6411,short_<10,0.0,0.0,0.0,0.0
6413,short_<10,0.0,0.0,0.0,0.0
6414,short_<10,0.0,0.0,0.0,0.0
6415,short_<10,0.0,0.0,0.0,0.0
6416,short_<10,0.0,0.0,0.0,0.0
6418,short_<10,0.0,0.0,0.0,0.0
6420,short_<10,0.0,0.0,0.0,0.0
6423,short_<10,0.0,0.0,0.0,0.0
6424,short_<10,0.0,0.0,0.0,0.0
6425,short_<10,0.0,0.0,0.0,0.0
6426,short_<10,0.0,0.0,0.0,0.0
6427,short_<10,0.0,0.0,0.0,0.0
6428,short_<10,0.0,0.0,0.0,0.0
6429,short_<10,0.0,0.0,0.0,0.0
6430,short_<10,0.0,0.0,0.0,0.0
6431,short_<10,0.0,0.0,0.0,0.0
6432,short_<10,0.0,0.0,0.0,0.0
6433,short_<10,0.0,0.0,0.0,0.0
6434,short_<10,0.0,0.0,0.0,0.0
6435,short_<10,0.0,0.0,0.0,0.0
6436,short_<10,0.0,0.0,0.0,0.0
6437,short_<10,0.0,0.0,0.0,0.0
6438,short_<10,0.0,0.0,0.0,0.0
6439,short_<10,0.0,0.0,0.0,0.0
6440,short_<10,0.0,0.0,0.0,0.0
6443,short_<10,0.0,0.0,0.0,0.0
6444,short_<10,0.0,0.0,0.0,0.0
6445,short_<10,0.0,0.0,0.0,0.0
6446,short_<10,0.0,0.0,0.0,0.0
6448,short_<10,0.0,0.0,0.0,0.0
6451,short_<10,0.0,0.0,0.0,0.0
6452,short_<10,0.0,0.0,0.0,0.0
6453,short_<10,0.0,0.0,0.0,0.0
6454,short_<10,0.0,0.0,0.0,0.0
6455,short_<10,0.0,0.0,0.0,0.0
6457,short_<10,0.0,0.0,0.0,0.0
6459,short_<10,0.0,0.0,0.0,0.0
6460,short_<10,0.0,0.0,0.0,0.0
6461,short_<10,0.0,0.0,0.0,0.0
6462,short_<10,0.0,0.0,0.0,0.0
6463,short_<10,0.0,0.0,0.0,0.0
6464,short_<10,0.0,0.0,0.0,0.0
6465,short_<10,0.0,0.0,0.0,0.0
6467,short_<10,0.0,0.0,0.0,0.0
6468,short_<10,0.0,0.0,0.0,0.0
6469,short_<10,0.0,0.0,0.0,0.0
6470,short_<10,0.0,0.0,0.0,0.0
6471,short_<10,0.0,0.0,0.0,0.0
6472,short_<10,0.0,0.0,0.0,0.0
6473,short_<10,0.0,0.0,0.0,0.0
6475,short_<10,0.0,0.0,0.0,0.0
6479,short_<10,0.0,0.0,0.0,0.0
6481,short_<10,0.0,0.0,0.0,0.0
6483,short_<10,0.0,0.0,0.0,0.0
6485,short_<10,0.0,0.0,0.0,0.0
6486,short_<10,0.0,0.0,0.0,0.0
6491,short_<10,0.0,0.0,0.0,0.0
6492,short_<10,0.0,0.0,0.0,0.0
6493,short_<10,0.0,0.0,0.0,0.0
6495,short_<10,0.0,0.0,0.0,0.0
6496,short_<10,0.0,0.0,0.0,0.0
6499,short_<10,0.0,0.0,0.0,0.0
6500,short_<10,0.0,0.0,0.0,0.0
6501,short_<10,0.0,0.0,0.0,0.0
6502,short_<10,0.0,0.0,0.0,0.0
6503,short_<10,0.0,0.0,0.0,0.0
6504,short_<10,0.0,0.0,0.0,0.0
6509,short_<10,0.0,0.0,0.0,0.0
6511,short_<10,0.0,0.0,0.0,0.0
6512,short_<10,0.0,0.0,0.0,0.0
6514,short_<10,0.0,0.0,0.0,0.0
6516,short_<10,0.0,0.0,0.0,0.0
6518,short_<10,0.0,0.0,0.0,0.0
6519,short_<10,0.0,0.0,0.0,0.0
6520,short_<10,0.0,0.0,0.0,0.0
6521,short_<10,0.0,0.0,0.0,0.0
6522,short_<10,0.0,0.0,0.0,0.0
6524,short_<10,0.0,0.0,0.0,0.0
6525,short_<10,0.0,0.0,0.0,0.0
6526,short_<10,0.0,0.0,0.0,0.0
6528,short_<10,0.0,0.0,0.0,0.0
6530,short_<10,0.0,0.0,0.0,0.0
6532,short_<10,0.0,0.0,0.0,0.0
6533,short_<10,0.0,0.0,0.0,0.0
6534,short_<10,0.0,0.0,0.0,0.0
6539,short_<10,0.0,0.0,0.0,0.0
6540,short_<10,0.0,0.0,0.0,0.0
6541,short_<10,0.0,0.0,0.0,0.0
6542,short_<10,0.0,0.0,0.0,0.0
6543,short_<10,0.0,0.0,0.0,0.0
6544,short_<10,0.0,0.0,0.0,0.0
6546,short_<10,0.0,0.0,0.0,0.0
6550,short_<10,0.0,0.0,0.0,0.0
6551,short_<10,0.0,0.0,0.0,0.0
6552,short_<10,0.0,0.0,0.0,0.0
6554,short_<10,0.0,0.0,0.0,0.0
6556,short_<10,0.0,0.0,0.0,0.0
